24	1	1512	0	0
2053	0	1885	0	0
959	1	887	0	0
97	1	1633	0	0
1222	1	1533	0	0
280	1	1104	0	0
348	1	1664	0	0
1434	0	538	0	0
541	1	1513	0	0
1056	0	1263	0	0
1442	1	1503	0	0
436	1	1730	0	0
1195	1	1514	0	0
1300	1	1700	0	0
2024	0	1439	0	0
1691	0	940	0	0
1035	1	887	0	0
655	0	1355	1	4
531	1	1545	0	0
646	0	645	0	0
945	1	1658	0	0
680	1	1544	0	0
676	0	1355	1	4
138	1	1662	0	0
636	1	1535	0	0
886	1	1587	0	0
561	0	67	0	0
641	2	1893	0	0
541	1	1866	0	0
235	0	1777	0	0
410	0	292	0	0
1754	0	288	0	0
1432	1	1541	0	0
643	2	1642	0	0
1481	0	1225	0	0
997	0	1895	0	0
1463	0	1355	1	4
723	2	1355	0	0
195	2	374	0	0
1153	2	1505	0	0
421	1	1533	0	0
138	1	1661	0	0
231	2	1509	0	0
1035	1	1954	0	0
404	1	1658	0	0
958	1	1815	0	0
666	0	1364	0	0
533	0	1002	0	0
958	1	573	0	0
676	0	1270	0	0
1635	0	1706	0	0
326	0	1355	1	4
1391	0	2024	0	0
1237	2	1509	0	0
685	0	700	0	0
958	1	1535	0	0
1369	2	1503	0	0
1717	0	1961	0	0
1861	0	7	0	0
252	1	1507	0	0
1612	0	236	0	0
1781	0	573	0	0
133	2	1505	0	0
2007	0	1441	0	0
898	0	686	0	0
165	0	1725	0	0
572	0	568	0	0
1089	1	1968	0	0
577	0	526	0	0
1035	1	1951	0	0
326	0	1918	0	0
1619	0	1881	0	0
1274	0	1072	0	0
1471	0	1154	0	0
903	1	1573	0	0
980	2	1503	0	0
737	0	1355	1	4
381	2	1504	0	0
427	1	1771	0	0
509	1	1814	0	0
1165	1	1845	0	0
200	2	605	0	0
78	1	1594	0	0
521	2	1503	0	0
429	1	1594	0	0
362	2	315	0	0
35	2	1547	0	0
1245	2	1503	0	0
636	1	1505	0	0
1203	1	2000	0	0
212	1	353	0	0
1450	0	137	0	0
1041	0	687	0	0
974	2	315	0	0
786	0	546	0	0
2015	0	460	0	0
636	1	605	0	0
911	1	1662	0	0
35	1	457	0	0
1047	1	1859	0	0
1257	0	1355	1	4
856	2	1547	0	0
563	1	859	0	0
212	1	1596	0	0
1477	0	1355	1	4
1341	1	1171	0	0
1335	1	1526	0	0
93	1	1627	0	0
1456	1	1521	0	0
212	1	1576	0	0
541	2	39	0	0
212	1	1592	0	0
967	1	1935	0	0
1050	2	1638	0	0
1466	2	1503	0	0
1077	1	1513	0	0
560	0	1946	0	0
630	1	1742	0	0
1781	0	82	0	0
614	1	1560	0	0
27	1	1515	0	0
798	0	1355	1	4
15	2	1509	0	0
69	1	1592	0	0
499	0	1575	0	0
568	1	1551	0	0
654	0	864	0	0
356	2	1355	0	0
645	1	1749	0	0
1366	1	1584	0	0
438	1	1514	0	0
1757	0	915	0	0
39	1	1521	0	0
112	2	315	0	0
1220	0	1518	0	0
427	1	1768	0	0
341	2	1738	0	0
307	0	654	0	0
1019	2	1503	0	0
212	1	1714	0	0
211	1	1514	0	0
160	0	649	0	0
1311	0	1055	0	0
974	1	1941	0	0
841	2	1355	0	0
806	2	1505	0	0
1476	0	1407	0	0
1498	0	749	0	0
1748	0	857	0	0
1110	0	418	0	0
1477	0	289	0	0
959	2	1638	0	0
892	1	1583	0	0
555	0	1289	0	0
1047	1	586	0	0
828	0	1933	0	0
970	1	1692	0	0
1386	0	176	0	0
1890	0	1154	0	0
1348	0	1667	0	0
916	0	2000	0	0
1035	1	1949	0	0
939	0	698	0	0
223	0	1355	1	4
713	2	1505	0	0
1192	1	1592	0	0
277	1	1545	0	0
1047	2	1508	0	0
1188	1	1998	0	0
223	2	1504	0	0
889	1	1545	0	0
2	1	1600	0	0
169	0	1355	1	4
8	1	1618	0	0
1216	1	1533	0	0
1498	0	1943	0	0
1008	2	1547	0	0
1241	2	1509	0	0
863	2	1519	0	0
408	0	1962	0	0
1623	0	69	0	0
1483	2	1355	0	0
453	2	1564	1	3
637	0	310	0	0
856	0	1876	0	0
18	1	1523	0	0
1331	0	545	0	0
604	0	990	0	0
16	0	1355	1	4
462	0	1355	1	4
991	2	605	0	0
1341	1	1554	0	0
1350	1	1860	0	0
713	1	1675	0	0
45	0	1355	1	4
1093	1	1987	0	0
901	0	1135	0	0
328	1	1516	0	0
896	1	1551	0	0
1254	1	887	0	0
294	0	1853	0	0
24	2	1504	0	0
1606	0	796	0	0
1484	2	1503	0	0
375	0	33	0	0
375	1	1533	0	0
149	2	39	0	0
125	2	605	0	0
323	0	1278	0	0
1387	0	41	0	0
207	0	635	0	0
98	1	1548	0	0
1387	0	1355	1	4
116	2	1505	0	0
616	1	1504	0	0
902	1	1556	0	0
211	1	657	0	0
563	1	1545	0	0
348	2	1639	0	0
853	2	1895	0	0
212	1	1712	0	0
1018	0	1928	0	0
4	1	1607	0	0
1453	0	243	0	0
1208	0	1877	0	0
161	2	1638	0	0
1378	2	1504	0	0
750	0	1355	1	4
997	2	1652	0	0
972	0	855	0	0
2	2	950	1	3
642	2	1506	0	0
