src,dst,rel,label,edge_semantic,edge_reason
0,1388,drug_disease,2,negative,direct:mechanism
0,4506,drug_disease,2,negative,direct:mechanism
0,1105,drug_disease,2,negative,direct:mechanism
0,4507,drug_disease,2,negative,direct:mechanism
0,4508,drug_disease,2,negative,direct:mechanism
0,4509,drug_disease,2,negative,direct:mechanism
1,1388,drug_disease,2,negative,direct:mechanism
1,4506,drug_disease,2,negative,direct:mechanism
1,1105,drug_disease,2,negative,direct:mechanism
1,4507,drug_disease,2,negative,direct:mechanism
1,4508,drug_disease,2,negative,direct:mechanism
1,4509,drug_disease,2,negative,direct:mechanism
2,1728,drug_disease,2,negative,direct:mechanism
2,4506,drug_disease,2,negative,direct:mechanism
2,1809,drug_disease,2,negative,direct:mechanism
2,4510,drug_disease,2,negative,direct:mechanism
2,1105,drug_disease,2,negative,direct:mechanism
2,4507,drug_disease,2,negative,direct:mechanism
2,4508,drug_disease,2,negative,direct:mechanism
2,219,drug_disease,2,negative,direct:mechanism
2,4218,drug_disease,2,negative,direct:mechanism
3,1728,drug_disease,2,negative,direct:mechanism
3,4506,drug_disease,2,negative,direct:mechanism
3,4511,drug_disease,2,negative,direct:mechanism
3,4509,drug_disease,2,negative,direct:mechanism
4,1809,drug_disease,2,negative,direct:mechanism
5,4506,drug_disease,2,negative,direct:mechanism
6,1728,drug_disease,2,negative,direct:mechanism
6,4506,drug_disease,2,negative,direct:mechanism
6,1749,drug_disease,2,negative,direct:mechanism
6,4320,drug_disease,2,negative,direct:mechanism
7,339,drug_disease,2,negative,direct:mechanism
7,4320,drug_disease,2,negative,direct:mechanism
8,1728,drug_disease,2,negative,direct:mechanism
8,301,drug_disease,2,negative,direct:mechanism
8,4506,drug_disease,2,negative,direct:mechanism
8,1900,drug_disease,2,negative,direct:mechanism
8,4511,drug_disease,2,negative,direct:mechanism
8,339,drug_disease,2,negative,direct:mechanism
8,1809,drug_disease,2,negative,direct:mechanism
8,1749,drug_disease,2,negative,direct:mechanism
8,3534,drug_disease,2,negative,direct:mechanism
8,4218,drug_disease,2,negative,direct:mechanism
8,665,drug_disease,2,negative,direct:mechanism
9,4512,drug_disease,2,negative,direct:mechanism
9,301,drug_disease,2,negative,direct:mechanism
9,4511,drug_disease,2,negative,direct:mechanism
9,339,drug_disease,2,negative,direct:mechanism
9,4218,drug_disease,2,negative,direct:mechanism
9,4320,drug_disease,2,negative,direct:mechanism
10,4511,drug_disease,2,negative,direct:mechanism
10,665,drug_disease,2,negative,direct:mechanism
11,4506,drug_disease,2,negative,direct:mechanism
11,4509,drug_disease,2,negative,direct:mechanism
12,4509,drug_disease,2,negative,direct:mechanism
13,4506,drug_disease,2,negative,direct:mechanism
13,1900,drug_disease,2,negative,direct:mechanism
13,4511,drug_disease,2,negative,direct:mechanism
13,1809,drug_disease,2,negative,direct:mechanism
13,1749,drug_disease,2,negative,direct:mechanism
13,4510,drug_disease,2,negative,direct:mechanism
14,4506,drug_disease,2,negative,direct:mechanism
15,420,drug_disease,2,negative,direct:mechanism
15,4511,drug_disease,2,negative,direct:mechanism
15,4509,drug_disease,2,negative,direct:mechanism
16,4506,drug_disease,2,negative,direct:mechanism
17,1728,drug_disease,2,negative,direct:mechanism
17,4506,drug_disease,2,negative,direct:mechanism
18,4511,drug_disease,2,negative,direct:mechanism
18,1084,drug_disease,2,negative,direct:mechanism
19,1728,drug_disease,2,negative,direct:mechanism
19,4511,drug_disease,2,negative,direct:mechanism
19,1749,drug_disease,2,negative,direct:mechanism
19,4509,drug_disease,2,negative,direct:mechanism
20,1900,drug_disease,2,negative,direct:mechanism
21,4506,drug_disease,2,negative,direct:mechanism
22,4506,drug_disease,2,negative,direct:mechanism
23,339,drug_disease,2,negative,direct:mechanism
24,4509,drug_disease,2,negative,direct:mechanism
25,3226,drug_disease,2,negative,direct:mechanism
25,4513,drug_disease,2,negative,direct:mechanism
25,4218,drug_disease,2,negative,direct:mechanism
26,4506,drug_disease,2,negative,direct:mechanism
26,4507,drug_disease,2,negative,direct:mechanism
27,1900,drug_disease,2,negative,direct:mechanism
27,4514,drug_disease,2,negative,direct:mechanism
28,1728,drug_disease,2,negative,direct:mechanism
28,4506,drug_disease,2,negative,direct:mechanism
28,4509,drug_disease,2,negative,direct:mechanism
28,4218,drug_disease,2,negative,direct:mechanism
28,4514,drug_disease,2,negative,direct:mechanism
28,665,drug_disease,2,negative,direct:mechanism
29,3534,drug_disease,2,negative,direct:mechanism
29,4509,drug_disease,2,negative,direct:mechanism
30,1728,drug_disease,2,negative,direct:mechanism
30,4506,drug_disease,2,negative,direct:mechanism
30,4511,drug_disease,2,negative,direct:mechanism
30,1809,drug_disease,2,negative,direct:mechanism
30,1749,drug_disease,2,negative,direct:mechanism
30,1084,drug_disease,2,negative,direct:mechanism
30,2667,drug_disease,2,negative,direct:mechanism
31,4218,drug_disease,2,negative,direct:mechanism
32,4512,drug_disease,2,negative,direct:mechanism
32,4218,drug_disease,2,negative,direct:mechanism
32,665,drug_disease,2,negative,direct:mechanism
33,4512,drug_disease,2,negative,direct:mechanism
33,4506,drug_disease,2,negative,direct:mechanism
34,2311,drug_disease,2,negative,direct:mechanism
34,4218,drug_disease,2,negative,direct:mechanism
35,4512,drug_disease,2,negative,direct:mechanism
35,4506,drug_disease,2,negative,direct:mechanism
35,2311,drug_disease,2,negative,direct:mechanism
35,4218,drug_disease,2,negative,direct:mechanism
35,665,drug_disease,2,negative,direct:mechanism
36,1728,drug_disease,2,negative,direct:mechanism
37,4506,drug_disease,2,negative,direct:mechanism
37,1900,drug_disease,2,negative,direct:mechanism
38,4506,drug_disease,2,negative,direct:mechanism
39,665,drug_disease,2,negative,direct:mechanism
40,1749,drug_disease,2,negative,direct:mechanism
41,4506,drug_disease,2,negative,direct:mechanism
42,4320,drug_disease,2,negative,direct:mechanism
43,1388,drug_disease,2,negative,direct:mechanism
43,4511,drug_disease,2,negative,direct:mechanism
43,4507,drug_disease,2,negative,direct:mechanism
44,4506,drug_disease,2,negative,direct:mechanism
45,1728,drug_disease,2,negative,direct:mechanism
45,4506,drug_disease,2,negative,direct:mechanism
45,1900,drug_disease,2,negative,direct:mechanism
45,1749,drug_disease,2,negative,direct:mechanism
45,2748,drug_disease,2,negative,direct:mechanism
45,665,drug_disease,2,negative,direct:mechanism
46,4506,drug_disease,2,negative,direct:mechanism
46,4510,drug_disease,2,negative,direct:mechanism
47,3534,drug_disease,2,negative,direct:mechanism
48,1728,drug_disease,2,negative,direct:mechanism
48,4509,drug_disease,2,negative,direct:mechanism
48,665,drug_disease,2,negative,direct:mechanism
49,739,drug_disease,2,negative,direct:mechanism
50,1900,drug_disease,2,negative,direct:mechanism
50,1749,drug_disease,2,negative,direct:mechanism
50,4320,drug_disease,2,negative,direct:mechanism
51,4506,drug_disease,2,negative,direct:mechanism
51,4511,drug_disease,2,negative,direct:mechanism
51,2667,drug_disease,2,negative,direct:mechanism
52,1728,drug_disease,2,negative,direct:mechanism
52,4506,drug_disease,2,negative,direct:mechanism
52,4511,drug_disease,2,negative,direct:mechanism
52,1749,drug_disease,2,negative,direct:mechanism
53,4506,drug_disease,2,negative,direct:mechanism
54,4509,drug_disease,2,negative,direct:mechanism
55,4511,drug_disease,2,negative,direct:mechanism
56,1900,drug_disease,2,negative,direct:mechanism
56,4511,drug_disease,2,negative,direct:mechanism
56,4218,drug_disease,2,negative,direct:mechanism
56,665,drug_disease,2,negative,direct:mechanism
57,4511,drug_disease,2,negative,direct:mechanism
58,4320,drug_disease,2,negative,direct:mechanism
59,1728,drug_disease,2,negative,direct:mechanism
59,4506,drug_disease,2,negative,direct:mechanism
59,4509,drug_disease,2,negative,direct:mechanism
59,665,drug_disease,2,negative,direct:mechanism
60,4506,drug_disease,2,negative,direct:mechanism
60,4511,drug_disease,2,negative,direct:mechanism
61,4509,drug_disease,2,negative,direct:mechanism
62,4506,drug_disease,2,negative,direct:mechanism
62,4515,drug_disease,2,negative,direct:mechanism
62,3534,drug_disease,2,negative,direct:mechanism
62,4516,drug_disease,2,negative,direct:mechanism
62,4517,drug_disease,2,negative,direct:mechanism
62,4509,drug_disease,2,negative,direct:mechanism
63,4506,drug_disease,2,negative,direct:mechanism
64,1728,drug_disease,2,negative,direct:mechanism
64,4506,drug_disease,2,negative,direct:mechanism
64,4516,drug_disease,2,negative,direct:mechanism
64,4517,drug_disease,2,negative,direct:mechanism
64,4218,drug_disease,2,negative,direct:mechanism
65,4511,drug_disease,2,negative,direct:mechanism
66,1728,drug_disease,2,negative,direct:mechanism
66,1749,drug_disease,2,negative,direct:mechanism
66,2748,drug_disease,2,negative,direct:mechanism
66,3534,drug_disease,2,negative,direct:mechanism
67,301,drug_disease,2,negative,direct:mechanism
68,4509,drug_disease,2,negative,direct:mechanism
69,4509,drug_disease,2,negative,direct:mechanism
70,1900,drug_disease,2,negative,direct:mechanism
70,339,drug_disease,2,negative,direct:mechanism
70,1105,drug_disease,2,negative,direct:mechanism
71,4512,drug_disease,2,negative,direct:mechanism
71,1728,drug_disease,2,negative,direct:mechanism
71,1900,drug_disease,2,negative,direct:mechanism
71,4511,drug_disease,2,negative,direct:mechanism
71,339,drug_disease,2,negative,direct:mechanism
71,219,drug_disease,2,negative,direct:mechanism
71,4509,drug_disease,2,negative,direct:mechanism
71,4218,drug_disease,2,negative,direct:mechanism
71,665,drug_disease,2,negative,direct:mechanism
72,4320,drug_disease,2,negative,direct:mechanism
73,4218,drug_disease,2,negative,direct:mechanism
73,4514,drug_disease,2,negative,direct:mechanism
73,665,drug_disease,2,negative,direct:mechanism
74,4512,drug_disease,2,negative,direct:mechanism
74,4506,drug_disease,2,negative,direct:mechanism
74,4511,drug_disease,2,negative,direct:mechanism
74,339,drug_disease,2,negative,direct:mechanism
74,1809,drug_disease,2,negative,direct:mechanism
74,1749,drug_disease,2,negative,direct:mechanism
74,3534,drug_disease,2,negative,direct:mechanism
74,1105,drug_disease,2,negative,direct:mechanism
74,4509,drug_disease,2,negative,direct:mechanism
74,4218,drug_disease,2,negative,direct:mechanism
74,665,drug_disease,2,negative,direct:mechanism
74,4320,drug_disease,2,negative,direct:mechanism
75,665,drug_disease,2,negative,direct:mechanism
76,4506,drug_disease,2,negative,direct:mechanism
77,4512,drug_disease,2,negative,direct:mechanism
77,665,drug_disease,2,negative,direct:mechanism
78,4506,drug_disease,2,negative,direct:mechanism
78,4509,drug_disease,2,negative,direct:mechanism
79,4506,drug_disease,2,negative,direct:mechanism
80,4514,drug_disease,2,negative,direct:mechanism
80,665,drug_disease,2,negative,direct:mechanism
81,4511,drug_disease,2,negative,direct:mechanism
81,4510,drug_disease,2,negative,direct:mechanism
81,1105,drug_disease,2,negative,direct:mechanism
81,4508,drug_disease,2,negative,direct:mechanism
82,1728,drug_disease,2,negative,direct:mechanism
82,4511,drug_disease,2,negative,direct:mechanism
82,4509,drug_disease,2,negative,direct:mechanism
83,665,drug_disease,2,negative,direct:mechanism
84,4512,drug_disease,2,negative,direct:mechanism
84,1728,drug_disease,2,negative,direct:mechanism
84,2646,drug_disease,2,negative,direct:mechanism
84,1900,drug_disease,2,negative,direct:mechanism
84,1809,drug_disease,2,negative,direct:mechanism
84,4510,drug_disease,2,negative,direct:mechanism
84,1105,drug_disease,2,negative,direct:mechanism
84,4507,drug_disease,2,negative,direct:mechanism
84,4509,drug_disease,2,negative,direct:mechanism
84,4218,drug_disease,2,negative,direct:mechanism
85,4506,drug_disease,2,negative,direct:mechanism
86,4509,drug_disease,2,negative,direct:mechanism
87,1105,drug_disease,2,negative,direct:mechanism
88,4512,drug_disease,2,negative,direct:mechanism
88,4509,drug_disease,2,negative,direct:mechanism
89,4512,drug_disease,2,negative,direct:mechanism
89,4511,drug_disease,2,negative,direct:mechanism
90,1728,drug_disease,2,negative,direct:mechanism
90,4506,drug_disease,2,negative,direct:mechanism
90,4511,drug_disease,2,negative,direct:mechanism
90,1809,drug_disease,2,negative,direct:mechanism
90,1749,drug_disease,2,negative,direct:mechanism
90,3534,drug_disease,2,negative,direct:mechanism
90,4509,drug_disease,2,negative,direct:mechanism
91,1900,drug_disease,2,negative,direct:mechanism
92,4218,drug_disease,2,negative,direct:mechanism
93,4512,drug_disease,2,negative,direct:mechanism
94,4511,drug_disease,2,negative,direct:mechanism
94,1105,drug_disease,2,negative,direct:mechanism
95,1728,drug_disease,2,negative,direct:mechanism
95,4506,drug_disease,2,negative,direct:mechanism
95,4511,drug_disease,2,negative,direct:mechanism
95,1809,drug_disease,2,negative,direct:mechanism
95,4508,drug_disease,2,negative,direct:mechanism
95,4509,drug_disease,2,negative,direct:mechanism
95,4320,drug_disease,2,negative,direct:mechanism
96,4506,drug_disease,2,negative,direct:mechanism
97,665,drug_disease,2,negative,direct:mechanism
98,4506,drug_disease,2,negative,direct:mechanism
98,4509,drug_disease,2,negative,direct:mechanism
99,4218,drug_disease,2,negative,direct:mechanism
100,4512,drug_disease,2,negative,direct:mechanism
100,4506,drug_disease,2,negative,direct:mechanism
100,4516,drug_disease,2,negative,direct:mechanism
100,4517,drug_disease,2,negative,direct:mechanism
100,4218,drug_disease,2,negative,direct:mechanism
100,665,drug_disease,2,negative,direct:mechanism
101,4512,drug_disease,2,negative,direct:mechanism
101,4506,drug_disease,2,negative,direct:mechanism
101,4516,drug_disease,2,negative,direct:mechanism
101,4517,drug_disease,2,negative,direct:mechanism
101,4509,drug_disease,2,negative,direct:mechanism
101,4218,drug_disease,2,negative,direct:mechanism
102,665,drug_disease,2,negative,direct:mechanism
103,4506,drug_disease,2,negative,direct:mechanism
103,4509,drug_disease,2,negative,direct:mechanism
104,4512,drug_disease,2,negative,direct:mechanism
104,4511,drug_disease,2,negative,direct:mechanism
105,4506,drug_disease,2,negative,direct:mechanism
106,4514,drug_disease,2,negative,direct:mechanism
107,4218,drug_disease,2,negative,direct:mechanism
107,665,drug_disease,2,negative,direct:mechanism
108,4506,drug_disease,2,negative,direct:mechanism
108,4511,drug_disease,2,negative,direct:mechanism
108,339,drug_disease,2,negative,direct:mechanism
109,4518,drug_disease,2,negative,direct:mechanism
109,4510,drug_disease,2,negative,direct:mechanism
109,1105,drug_disease,2,negative,direct:mechanism
109,4320,drug_disease,2,negative,direct:mechanism
110,4509,drug_disease,2,negative,direct:mechanism
111,665,drug_disease,2,negative,direct:mechanism
112,4512,drug_disease,2,negative,direct:mechanism
112,4506,drug_disease,2,negative,direct:mechanism
113,301,drug_disease,2,negative,direct:mechanism
113,1900,drug_disease,2,negative,direct:mechanism
113,4511,drug_disease,2,negative,direct:mechanism
113,339,drug_disease,2,negative,direct:mechanism
113,1809,drug_disease,2,negative,direct:mechanism
114,4512,drug_disease,2,negative,direct:mechanism
113,4320,drug_disease,2,negative,direct:mechanism
114,4511,drug_disease,2,negative,direct:mechanism
114,1749,drug_disease,2,negative,direct:mechanism
114,665,drug_disease,2,negative,direct:mechanism
115,1728,drug_disease,2,negative,direct:mechanism
115,4511,drug_disease,2,negative,direct:mechanism
115,4320,drug_disease,2,negative,direct:mechanism
116,4512,drug_disease,2,negative,direct:mechanism
116,4506,drug_disease,2,negative,direct:mechanism
116,4511,drug_disease,2,negative,direct:mechanism
116,1105,drug_disease,2,negative,direct:mechanism
116,4218,drug_disease,2,negative,direct:mechanism
117,420,drug_disease,2,negative,direct:mechanism
117,4506,drug_disease,2,negative,direct:mechanism
117,4511,drug_disease,2,negative,direct:mechanism
117,1809,drug_disease,2,negative,direct:mechanism
118,4512,drug_disease,2,negative,direct:mechanism
118,4506,drug_disease,2,negative,direct:mechanism
118,4509,drug_disease,2,negative,direct:mechanism
119,4506,drug_disease,2,negative,direct:mechanism
119,1900,drug_disease,2,negative,direct:mechanism
120,4506,drug_disease,2,negative,direct:mechanism
121,665,drug_disease,2,negative,direct:mechanism
122,4506,drug_disease,2,negative,direct:mechanism
122,665,drug_disease,2,negative,direct:mechanism
123,301,drug_disease,2,negative,direct:mechanism
123,1900,drug_disease,2,negative,direct:mechanism
123,339,drug_disease,2,negative,direct:mechanism
124,4509,drug_disease,2,negative,direct:mechanism
125,1728,drug_disease,2,negative,direct:mechanism
125,4506,drug_disease,2,negative,direct:mechanism
125,4510,drug_disease,2,negative,direct:mechanism
125,1105,drug_disease,2,negative,direct:mechanism
126,1728,drug_disease,2,negative,direct:mechanism
127,665,drug_disease,2,negative,direct:mechanism
128,4506,drug_disease,2,negative,direct:mechanism
128,1105,drug_disease,2,negative,direct:mechanism
129,4512,drug_disease,2,negative,direct:mechanism
130,4506,drug_disease,2,negative,direct:mechanism
131,4506,drug_disease,2,negative,direct:mechanism
132,1728,drug_disease,2,negative,direct:mechanism
132,4511,drug_disease,2,negative,direct:mechanism
132,1809,drug_disease,2,negative,direct:mechanism
132,4515,drug_disease,2,negative,direct:mechanism
132,1749,drug_disease,2,negative,direct:mechanism
132,219,drug_disease,2,negative,direct:mechanism
132,4509,drug_disease,2,negative,direct:mechanism
132,4218,drug_disease,2,negative,direct:mechanism
133,4506,drug_disease,2,negative,direct:mechanism
133,4511,drug_disease,2,negative,direct:mechanism
133,4509,drug_disease,2,negative,direct:mechanism
134,420,drug_disease,2,negative,direct:mechanism
134,4506,drug_disease,2,negative,direct:mechanism
134,1809,drug_disease,2,negative,direct:mechanism
134,4509,drug_disease,2,negative,direct:mechanism
134,4218,drug_disease,2,negative,direct:mechanism
134,665,drug_disease,2,negative,direct:mechanism
135,1900,drug_disease,2,negative,direct:mechanism
135,4511,drug_disease,2,negative,direct:mechanism
135,665,drug_disease,2,negative,direct:mechanism
136,1105,drug_disease,2,negative,direct:mechanism
137,665,drug_disease,2,negative,direct:mechanism
138,1728,drug_disease,2,negative,direct:mechanism
138,339,drug_disease,2,negative,direct:mechanism
139,4509,drug_disease,2,negative,direct:mechanism
139,665,drug_disease,2,negative,direct:mechanism
140,4512,drug_disease,2,negative,direct:mechanism
140,4506,drug_disease,2,negative,direct:mechanism
141,4506,drug_disease,2,negative,direct:mechanism
141,1809,drug_disease,2,negative,direct:mechanism
141,4507,drug_disease,2,negative,direct:mechanism
141,4508,drug_disease,2,negative,direct:mechanism
141,4509,drug_disease,2,negative,direct:mechanism
142,4506,drug_disease,2,negative,direct:mechanism
142,219,drug_disease,2,negative,direct:mechanism
142,4509,drug_disease,2,negative,direct:mechanism
142,4218,drug_disease,2,negative,direct:mechanism
142,4514,drug_disease,2,negative,direct:mechanism
142,665,drug_disease,2,negative,direct:mechanism
143,739,drug_disease,2,negative,direct:mechanism
143,4509,drug_disease,2,negative,direct:mechanism
144,1809,drug_disease,2,negative,direct:mechanism
145,4512,drug_disease,2,negative,direct:mechanism
145,1728,drug_disease,2,negative,direct:mechanism
145,4506,drug_disease,2,negative,direct:mechanism
145,1900,drug_disease,2,negative,direct:mechanism
145,4511,drug_disease,2,negative,direct:mechanism
145,3226,drug_disease,2,negative,direct:mechanism
145,4513,drug_disease,2,negative,direct:mechanism
145,4509,drug_disease,2,negative,direct:mechanism
145,4218,drug_disease,2,negative,direct:mechanism
145,665,drug_disease,2,negative,direct:mechanism
146,1728,drug_disease,2,negative,direct:mechanism
146,4506,drug_disease,2,negative,direct:mechanism
147,4509,drug_disease,2,negative,direct:mechanism
148,665,drug_disease,2,negative,direct:mechanism
149,4509,drug_disease,2,negative,direct:mechanism
150,1388,drug_disease,2,negative,direct:mechanism
150,4507,drug_disease,2,negative,direct:mechanism
150,4509,drug_disease,2,negative,direct:mechanism
150,665,drug_disease,2,negative,direct:mechanism
151,4511,drug_disease,2,negative,direct:mechanism
152,4512,drug_disease,2,negative,direct:mechanism
152,4509,drug_disease,2,negative,direct:mechanism
153,4509,drug_disease,2,negative,direct:mechanism
154,4509,drug_disease,2,negative,direct:mechanism
155,1900,drug_disease,2,negative,direct:mechanism
156,4218,drug_disease,2,negative,direct:mechanism
157,2667,drug_disease,2,negative,direct:mechanism
158,420,drug_disease,2,negative,direct:mechanism
159,4512,drug_disease,2,negative,direct:mechanism
159,4506,drug_disease,2,negative,direct:mechanism
160,4509,drug_disease,2,negative,direct:mechanism
161,4509,drug_disease,2,negative,direct:mechanism
162,4320,drug_disease,2,negative,direct:mechanism
163,4506,drug_disease,2,negative,direct:mechanism
163,4511,drug_disease,2,negative,direct:mechanism
164,4320,drug_disease,2,negative,direct:mechanism
165,4506,drug_disease,2,negative,direct:mechanism
165,1900,drug_disease,2,negative,direct:mechanism
166,4506,drug_disease,2,negative,direct:mechanism
167,1084,drug_disease,2,negative,direct:mechanism
168,1728,drug_disease,2,negative,direct:mechanism
168,420,drug_disease,2,negative,direct:mechanism
168,4506,drug_disease,2,negative,direct:mechanism
169,1388,drug_disease,2,negative,direct:mechanism
169,420,drug_disease,2,negative,direct:mechanism
169,4506,drug_disease,2,negative,direct:mechanism
169,4511,drug_disease,2,negative,direct:mechanism
169,4509,drug_disease,2,negative,direct:mechanism
169,665,drug_disease,2,negative,direct:mechanism
170,4512,drug_disease,2,negative,direct:mechanism
170,1728,drug_disease,2,negative,direct:mechanism
170,1388,drug_disease,2,negative,direct:mechanism
170,4507,drug_disease,2,negative,direct:mechanism
170,4509,drug_disease,2,negative,direct:mechanism
170,665,drug_disease,2,negative,direct:mechanism
171,4512,drug_disease,2,negative,direct:mechanism
172,1728,drug_disease,2,negative,direct:mechanism
172,4506,drug_disease,2,negative,direct:mechanism
172,4511,drug_disease,2,negative,direct:mechanism
172,1749,drug_disease,2,negative,direct:mechanism
172,2748,drug_disease,2,negative,direct:mechanism
172,3534,drug_disease,2,negative,direct:mechanism
172,1105,drug_disease,2,negative,direct:mechanism
173,4218,drug_disease,2,negative,direct:mechanism
174,4509,drug_disease,2,negative,direct:mechanism
175,420,drug_disease,2,negative,direct:mechanism
175,4506,drug_disease,2,negative,direct:mechanism
175,4510,drug_disease,2,negative,direct:mechanism
175,1105,drug_disease,2,negative,direct:mechanism
175,4509,drug_disease,2,negative,direct:mechanism
176,4506,drug_disease,2,negative,direct:mechanism
176,4511,drug_disease,2,negative,direct:mechanism
176,4509,drug_disease,2,negative,direct:mechanism
177,4512,drug_disease,2,negative,direct:mechanism
178,1728,drug_disease,2,negative,direct:mechanism
178,1900,drug_disease,2,negative,direct:mechanism
178,4511,drug_disease,2,negative,direct:mechanism
178,3534,drug_disease,2,negative,direct:mechanism
178,4509,drug_disease,2,negative,direct:mechanism
179,4506,drug_disease,2,negative,direct:mechanism
179,4511,drug_disease,2,negative,direct:mechanism
179,1749,drug_disease,2,negative,direct:mechanism
179,4510,drug_disease,2,negative,direct:mechanism
179,1105,drug_disease,2,negative,direct:mechanism
179,4509,drug_disease,2,negative,direct:mechanism
179,4320,drug_disease,2,negative,direct:mechanism
180,4509,drug_disease,2,negative,direct:mechanism
181,4506,drug_disease,2,negative,direct:mechanism
181,4511,drug_disease,2,negative,direct:mechanism
181,1105,drug_disease,2,negative,direct:mechanism
181,4508,drug_disease,2,negative,direct:mechanism
181,4509,drug_disease,2,negative,direct:mechanism
182,1728,drug_disease,2,negative,direct:mechanism
182,1388,drug_disease,2,negative,direct:mechanism
182,4506,drug_disease,2,negative,direct:mechanism
182,4519,drug_disease,2,negative,direct:mechanism
182,4507,drug_disease,2,negative,direct:mechanism
182,4509,drug_disease,2,negative,direct:mechanism
182,665,drug_disease,2,negative,direct:mechanism
183,4506,drug_disease,2,negative,direct:mechanism
183,665,drug_disease,2,negative,direct:mechanism
184,4509,drug_disease,2,negative,direct:mechanism
185,1388,drug_disease,2,negative,direct:mechanism
185,4506,drug_disease,2,negative,direct:mechanism
185,4507,drug_disease,2,negative,direct:mechanism
186,665,drug_disease,2,negative,direct:mechanism
187,4512,drug_disease,2,negative,direct:mechanism
187,1728,drug_disease,2,negative,direct:mechanism
187,4506,drug_disease,2,negative,direct:mechanism
187,4511,drug_disease,2,negative,direct:mechanism
187,1084,drug_disease,2,negative,direct:mechanism
187,4509,drug_disease,2,negative,direct:mechanism
187,4218,drug_disease,2,negative,direct:mechanism
187,665,drug_disease,2,negative,direct:mechanism
187,2667,drug_disease,2,negative,direct:mechanism
188,4512,drug_disease,2,negative,direct:mechanism
188,1728,drug_disease,2,negative,direct:mechanism
188,4506,drug_disease,2,negative,direct:mechanism
188,1900,drug_disease,2,negative,direct:mechanism
189,4506,drug_disease,2,negative,direct:mechanism
190,4509,drug_disease,2,negative,direct:mechanism
191,4510,drug_disease,2,negative,direct:mechanism
191,1105,drug_disease,2,negative,direct:mechanism
192,2646,drug_disease,2,negative,direct:mechanism
192,4509,drug_disease,2,negative,direct:mechanism
193,665,drug_disease,2,negative,direct:mechanism
194,1900,drug_disease,2,negative,direct:mechanism
194,4320,drug_disease,2,negative,direct:mechanism
195,1388,drug_disease,2,negative,direct:mechanism
196,1388,drug_disease,2,negative,direct:mechanism
196,4506,drug_disease,2,negative,direct:mechanism
196,2311,drug_disease,2,negative,direct:mechanism
196,4513,drug_disease,2,negative,direct:mechanism
196,4509,drug_disease,2,negative,direct:mechanism
196,665,drug_disease,2,negative,direct:mechanism
196,2667,drug_disease,2,negative,direct:mechanism
196,4320,drug_disease,2,negative,direct:mechanism
197,4509,drug_disease,2,negative,direct:mechanism
198,4512,drug_disease,2,negative,direct:mechanism
199,4512,drug_disease,2,negative,direct:mechanism
199,1728,drug_disease,2,negative,direct:mechanism
199,4506,drug_disease,2,negative,direct:mechanism
199,4511,drug_disease,2,negative,direct:mechanism
199,4510,drug_disease,2,negative,direct:mechanism
199,4507,drug_disease,2,negative,direct:mechanism
199,219,drug_disease,2,negative,direct:mechanism
199,4218,drug_disease,2,negative,direct:mechanism
200,1728,drug_disease,2,negative,direct:mechanism
200,4511,drug_disease,2,negative,direct:mechanism
201,1388,drug_disease,2,negative,direct:mechanism
201,1809,drug_disease,2,negative,direct:mechanism
202,1728,drug_disease,2,negative,direct:mechanism
202,4511,drug_disease,2,negative,direct:mechanism
202,4320,drug_disease,2,negative,direct:mechanism
203,1900,drug_disease,2,negative,direct:mechanism
203,4511,drug_disease,2,negative,direct:mechanism
203,4509,drug_disease,2,negative,direct:mechanism
203,4218,drug_disease,2,negative,direct:mechanism
203,665,drug_disease,2,negative,direct:mechanism
204,4320,drug_disease,2,negative,direct:mechanism
205,301,drug_disease,2,negative,direct:mechanism
205,4510,drug_disease,2,negative,direct:mechanism
206,1728,drug_disease,2,negative,direct:mechanism
206,420,drug_disease,2,negative,direct:mechanism
206,4506,drug_disease,2,negative,direct:mechanism
206,4511,drug_disease,2,negative,direct:mechanism
206,1749,drug_disease,2,negative,direct:mechanism
206,1105,drug_disease,2,negative,direct:mechanism
206,219,drug_disease,2,negative,direct:mechanism
206,4509,drug_disease,2,negative,direct:mechanism
206,4218,drug_disease,2,negative,direct:mechanism
206,665,drug_disease,2,negative,direct:mechanism
206,4320,drug_disease,2,negative,direct:mechanism
207,4507,drug_disease,2,negative,direct:mechanism
208,4512,drug_disease,2,negative,direct:mechanism
209,4506,drug_disease,2,negative,direct:mechanism
209,4509,drug_disease,2,negative,direct:mechanism
210,4506,drug_disease,2,negative,direct:mechanism
211,4506,drug_disease,2,negative,direct:mechanism
211,339,drug_disease,2,negative,direct:mechanism
212,4509,drug_disease,2,negative,direct:mechanism
213,1510,drug_disease,2,negative,direct:mechanism
214,4320,drug_disease,2,negative,direct:mechanism
215,1728,drug_disease,2,negative,direct:mechanism
215,339,drug_disease,2,negative,direct:mechanism
215,1809,drug_disease,2,negative,direct:mechanism
215,1084,drug_disease,2,negative,direct:mechanism
215,4509,drug_disease,2,negative,direct:mechanism
215,4320,drug_disease,2,negative,direct:mechanism
216,1728,drug_disease,2,negative,direct:mechanism
216,4509,drug_disease,2,negative,direct:mechanism
217,4506,drug_disease,2,negative,direct:mechanism
217,4511,drug_disease,2,negative,direct:mechanism
217,1105,drug_disease,2,negative,direct:mechanism
