node_id,old_index
2073,4702
2074,33
2075,744
2076,5004
2077,1728
2078,2416
2079,1685
2080,638
2081,730
2082,1983
2083,2226
2084,1135
2085,2073
2086,1571
2087,1019
2088,2752
2089,947
2090,2007
2091,1481
2092,120
2093,3405
2094,2087
2095,3865
2096,336
2097,1455
2098,1379
2099,976
2100,513
2101,2841
2102,1202
2103,5303
2104,4229
2105,2241
2106,2353
2107,2427
2108,4189
2109,971
2110,2624
2111,978
2112,3318
2113,1079
2114,1652
2115,558
2116,2035
2117,3320
2118,1654
2119,3750
2120,5181
2121,4860
2122,4751
2123,3459
2124,2238
2125,523
2126,2585
2127,2847
2128,2691
2129,2650
2130,444
2131,818
2132,2842
2133,4234
2134,1348
2135,4882
2136,915
2137,5506
2138,882
2139,728
2140,776
2141,163
2142,377
2143,4204
2144,653
2145,4792
2146,961
2147,1134
2148,1714
2149,918
2150,1368
2151,455
2152,1827
2153,234
2154,1061
2155,351
2156,469
2157,2414
2158,1112
2159,5284
2160,2598
2161,2690
2162,2906
2163,622
2164,3597
2165,138
2166,4227
2167,861
2168,5258
2169,3071
2170,5299
2171,4211
2172,4223
2173,3057
2174,1644
2175,5094
2176,1923
2177,1622
2178,1927
2179,416
2180,324
2181,4122
2182,604
2183,675
2184,3667
2185,4185
2186,1759
2187,4206
2188,4723
2189,3663
2190,527
2191,371
2192,4237
2193,1717
2194,4219
2195,125
2196,645
2197,5471
2198,1017
2199,245
2200,2442
2201,2188
2202,2185
2203,4221
2204,180
2205,2464
2206,2534
2207,4582
2208,4262
2209,2723
2210,4837
2211,2277
2212,202
2213,2300
2214,743
2215,1572
2216,4238
2217,3636
2218,3702
2219,2537
2220,3074
2221,5154
2222,1681
2223,2355
2224,838
2225,1111
2226,2017
2227,2167
2228,691
2229,4296
2230,5345
2231,4271
2232,1713
2233,822
2234,957
2235,3093
2236,2526
2237,2762
2238,5316
2239,735
2240,1520
2241,146
2242,617
2243,4786
2244,4242
2245,1167
2246,4247
2247,4681
2248,3840
2249,629
2250,973
2251,4297
2252,84
2253,569
2254,910
2255,632
2256,3425
2257,745
2258,1928
2259,1623
2260,650
2261,4966
2262,391
2263,418
2264,877
2265,2192
2266,755
2267,312
2268,124
